"","Strain","Well","Bact_score_mean","Mean_Bact_metf_0","Mean_Bact_metf_50","Mean_Bact_metf_100","Mean_Bact_metf_200","SD_Bact_metf_0","SD_Bact_metf_50","SD_Bact_metf_100","SD_Bact_metf_200","phylogroup","fasta","Strainname","Accession","Assembly","Annotation","Broadphenotype","PG","Plate_Well","Plate","Origin","Annotation_0mM","Annotation_50mM","phylogroup_Ctyping","mash_group_Ctyping","Discard","Notes"
"158","NT12158","F1",1.30497201220605,12.4637666666667,9.67793333333333,6.51433333333333,0.0726,0.693824418230819,0.240242009926102,0.27464159068381,0.0800863908538773,"B2","NT12158_296.fasta","IAI61","PRJEB20550","296","296","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"159","NT12159","F2",1.17820956013828,12.0242333333333,8.59136666666667,5.49196666666667,0.0837333333333333,0.173069937693793,0.462383415936745,0.770911086529007,0.0445149787524754,"B2","NT12159_750.fasta","IAI62","PRJEB20550","750","750","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"160","NT12160","F3",1.05185049281921,9.8109,7.85836666666667,2.41133333333333,0.0499,0.584394926398236,0.213663762330755,1.41109908345705,0.0125491035536408,"B2","NT12160_115.fasta","IAI63","PRJEB20550","115","115","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"161","NT12161","F4",1.5378116709577,13.6201333333333,10.2800333333333,7.3855,3.27966666666667,1.97526449958818,0.52275001992667,1.62586177764286,0.995095323742069,"B2","NT12161_297.fasta","IAI64x","PRJEB20550","297","297",NA,"PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"162","NT12162","F5",0.918832818852583,14.1674666666667,9.15473333333333,3.81846666666667,0.0443333333333333,1.47951551980144,0.219681731906259,1.69995680631401,0.0361931393130429,"B2","NT12162_298.fasta","IAI65","PRJEB20550","298","298","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"163","NT12163","F6",1.6661796377089,11.4070333333333,10.1507,6.93643333333333,1.91903333333333,1.2403428128277,0.132486640835973,0.387420254159915,1.78482101717044,"B2","NT12163_299.fasta","IAI66","PRJEB20550","299","299","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","biofilm","B2",NA,"No",NA
"164","NT12164","F7",1.44939135749471,13.7437,10.7125666666667,6.75146666666667,2.45596666666667,2.5943476655992,0.43551947526297,0.477925457925536,1.80942753470078,"B2","NT12164_300.fasta","IAI67","PRJEB20550","300","300","Pathogenic strain","PG2","PG2_2","2","ECOREF","biofilm","normal","B2",NA,"No",NA
"165","NT12165","F8",1.40734607101303,13.2642333333333,9.4366,6.25666666666667,2.9741,1.2319410307857,0.377325840620543,0.392305905300103,1.01102031136867,"B2","NT12165_301.fasta","IAI68","PRJEB20550","301","301","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"166","NT12166","F9",1.12581713322173,16.3682,11.3172666666667,6.39343333333333,0.7169,1.47158887940892,0.595793263920744,1.07593143988515,0.631162997964868,"B2","NT12166_302.fasta","IAI69","PRJEB20550","302","302","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"167","NT12167","F10",1.88407624162541,9.7567,8.4361,6.78376666666667,3.1625,0.867623772150118,0.180834427032023,0.497943996181632,0.649005539267578,"B2","NT12167_303.fasta","IAI70","PRJEB20550","303","303","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"168","NT12168","F11",1.12531149632127,14.6336666666667,10.4873333333333,5.83786666666667,0.142233333333333,1.4742250924921,0.609365615483293,0.668743166943284,0.172677222972033,"B2","NT12168_304.fasta","IAI71","PRJEB20550","304","304","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"169","NT12169","F12",1.75252764785858,13.7051,11.7770333333333,9.5792,2.66233333333333,0.733713779344507,0.190488591084435,0.906814551052198,1.59540002611675,"B2","NT12169_305.fasta","IAI72","PRJEB20550","305","305","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"170","NT12170","G1",1.26868157522457,14.3497,9.48096666666667,7.11683333333333,1.6074,0.498558151071668,0.119838947480914,0.528506918907722,0.899327854566954,"B2","NT12170_306.fasta","IAI73","PRJEB20550","306","306","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"171","NT12171","G2",1.43236285261792,13.9965,10.6067666666667,8.12673333333333,1.31456666666667,0.730804577161365,0.0672173588690703,0.424037561229348,1.76194955754509,"B2","NT12171_307.fasta","IAI74","PRJEB20550","307","307","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"172","NT12172","G3",1.23354504674464,12.7216,9.1846,6.31283333333333,0.195233333333333,0.421768858499534,0.324714967317492,0.194143512210255,0.160448911910718,"B2","NT12172_308.fasta","IAI75","PRJEB20550","308","308","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"173","NT12173","G4",1.48761193747278,10.5639333333333,8.98543333333333,6.18716666666667,0.542433333333333,0.764871324690195,0.115354944988645,0.555672757415129,0.383297173656855,"B2","NT12173_309.fasta","IAI76","PRJEB20550","309","309","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"174","NT12174","G5",0.901114577823929,13.7391333333333,8.21133333333333,2.86416666666667,1.30503333333333,1.67156093617114,0.950988287695139,0.652922126545987,0.963333723760013,"B2","NT12174_310.fasta","IAI77","PRJEB20550","310","310","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"175","NT12175","G6",1.79086496490554,0.954566666666667,1.63316666666667,0.0515666666666667,0.0247666666666667,1.54173657391052,2.73533916422321,0.0352641933600264,0.0363519371331616,"B2","NT12175_311.fasta","IAI78","PRJEB20550","311","311","Pathogenic strain","PG2","PG2_2","2","ECOREF","biofilm","super_bio","B2",NA,"No",NA
"176","NT12176","G7",1.23298223592654,12.2156666666667,8.00723333333333,6.17173333333333,0.882733333333333,1.58923871502469,0.578063632598812,0.53443226262393,1.15612470492302,"B2","NT12176_312.fasta","IAI79","PRJEB20550","312","312","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"177","NT12177","G8",1.71964871442175,9.451,8.13036666666667,6.78283333333333,1.3392,0.268496275579383,0.100989916988447,0.434914995525946,1.03050940315943,"B2","NT12177_313.fasta","IAI80","PRJEB20550","313","313","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"178","NT12178","G9",1.43404106672514,13.0730333333333,9.73753333333333,7.08766666666667,1.92206666666667,1.64429963915745,0.906820871690398,0.1455500715676,1.0773514994343,"B2","NT12178_314.fasta","IAI81","PRJEB20550","314","314","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"179","NT12179","G10",1.40997689379776,13.9068,10.4986,7.0598,2.04986666666667,0.469767729841036,0.502343478110346,1.57783247526472,1.21073906492412,"B2","NT12179_315.fasta","IAI82","PRJEB20550","315","315","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"180","NT12191","H11",2.43620310976142,8.40793333333333,9.4868,7.29943333333333,3.6972,0.644191914986003,0.692392006019711,0.807815005637635,0.590686998333297,"D","NT12191_751.fasta","O42","PRJEB20550","751","751","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","D",NA,"No",NA
"181","NT12192","H12",1.3908893839947,16.607,11.9017666666667,9.15583333333333,2.0409,0.419633173140541,0.74867105148612,1.48548293269675,1.36366541350875,"B2","NT12192_27.fasta","CFT073","PRJNA57915","27","27","Pathogenic strain","PG2","PG2_2","2","ECOREF","normal","normal","B2",NA,"No",NA
"182","NT12193","C8",1.14611317926703,16.3681333333333,10.6828,7.87866666666667,0.198266666666667,1.05594997198415,1.27380692807034,0.659811619580417,0.0829879710158848,"B2","NT12193_86.fasta","HM605","PRJNA180456","86","86","Pathogenic strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"183","NT12194","C9",0.906262966948842,15.0221666666667,8.58133333333333,4.8997,0.133,1.60583821518026,1.06181869607449,0.86602437032684,0.0710825576354706,"A","NT12194_61.fasta","H10407","PRJEA161993","61","61","Pathogenic strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"184","NT12195","C10",1.22117250894465,14.2543333333333,9.70603333333333,7.3497,0.351266666666667,1.2192848491363,0.240234767120276,0.745709266403469,0.274501190039922,"B2","NT12195_148.fasta","E2348/69","PRJNA59343","148","148","Pathogenic strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"185","NT12196","C11",1.42128082088075,11.4478666666667,9.8355,6.3019,0.133233333333333,0.845549574734287,0.334892654443182,1.57117231391086,0.108776851091275,"E","NT12196_324.fasta","O157deltastx","PRJEB20550","324","324","Laboratory strain","PG3","PG3_3","3","ECOREF","super_bio","normal","E",NA,"No",NA
"186","NT12197","C12",1.4946851727187,15.7954333333333,13.1343333333333,8.21463333333333,2.26023333333333,1.55337100955739,0.964678880940872,1.33720329543915,0.38162161014981,"B2","NT12197_151.fasta","EC958","PRJNA190594","151","151","Pathogenic strain","PG3","PG3_3","3","ECOREF","normal","biofilm","B2",NA,"No",NA
"187","NT12198","F1",1.27063989321741,13.7101,10.698,6.68943333333333,0.0331666666666667,0.500906857609276,0.172778586636192,1.0024938420426,0.0408980847147312,"A","NT12198.fasta","ZG-1.1",NA,"NT12198",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"188","NT12199","F2",1.00828786575136,16.2325666666667,10.6718666666667,5.52823333333333,0.167,1.4772700847622,1.13834511609324,0.828738344312204,0.1471615438897,"A","NT12199_325.fasta","ZG-1.13","PRJEB20550","325","325","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"189","NT12200","F3",1.29978813559322,16.52,10.9052333333333,7.90306666666667,2.6642,1.2964633585258,0.906519411448719,0.780965923285603,0.944756227817525,"A","NT12200.fasta","ZG-1.2",NA,"NT12200",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"190","NT12201","F4",1.04902867923339,14.8063,10.0352,5.40903333333333,0.088,1.7549602502621,2.11683126630348,1.19092475552964,0.00727530068107154,"D","NT12201.fasta","ZG-1.6",NA,"NT12201",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","super_bio","biofilm","D",NA,"No",NA
"191","NT12202","F5",1.07012628358361,14.0979,9.8292,5.13736666666667,0.119966666666667,2.2127282345557,1.56412783045376,1.08374861168692,0.0499812298101331,"A","NT12202_326.fasta","ZG-1.8","PRJEB20550","326","326","Commensal strain","PG3","PG3_3","3","ECOREF","normal","biofilm","A",NA,"No",NA
"192","NT12203","F6",1.55384554781114,13.5390333333333,11.1291666666667,7.79886666666667,2.10953333333333,1.46550095985411,0.724245520064386,1.07397030374836,0.431528056252816,"F","NT12203.fasta","ZG-3.1",NA,"NT12203",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","biofilm","biofilm","F",NA,"No",NA
"193","NT12204","F7",1.47365111277888,14.5237,11.4409666666667,8.56153333333333,1.40036666666667,1.75622730875021,0.254978593872767,0.835439155973272,0.804483227502807,"F","NT12204_755.fasta","ZG-3.11","PRJEB20550","755","755","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","F",NA,"No",NA
"194","NT12205","F8",1.36326598742398,15.1770333333333,11.4882333333333,8.42613333333333,0.775966666666667,1.35389951375031,0.510096680378665,0.995790466580864,0.476359720519413,"F","NT12205_756.fasta","ZG-3.13","PRJEB20550","756","756","Commensal strain","PG3","PG3_3","3","ECOREF","normal","super_bio","F",NA,"No",NA
"195","NT12206","F9",1.34812237171713,14.7038333333333,10.8479,6.52066666666667,2.454,1.3138478691741,1.39287322825877,1.18505555284693,0.649815027527065,"A","NT12206.fasta","ZG-4.1",NA,"NT12206",NA,NA,"PG3","PG3_3","3","ECOREF","normal","normal","Unknown","A","No",NA
"196","NT12207","F10",1.11716915912273,15.6895666666667,9.09013333333333,5.40023333333333,3.03753333333333,1.17956670575823,1.37786948704634,0.290288379604374,0.19521286672075,"A","NT12207.fasta","ZG-4.11",NA,"NT12207",NA,NA,"PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"197","NT12208","F11",1.16240088496323,15.7897333333333,9.85016666666667,5.8277,2.67613333333333,0.904412435415023,1.22865318268962,0.441528741986295,0.153531180329382,"A","NT12208.fasta","ZG-4.4",NA,"NT12208",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","A",NA,"No",NA
"198","NT12209","F12",1.64331894282405,11.0798333333333,11.1740333333333,6.55673333333333,0.476933333333333,1.53360382867719,1.35367463717591,1.07186922865307,0.648222263836513,"B1","NT12209.fasta","ZG-5.1",NA,"NT12209",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","E","B1","No","somewhat fragmented"
"199","NT12210","G1",1.36761179579982,16.3199333333333,11.9656,7.84493333333333,2.5088,1.36139283578743,1.05444220799435,0.521277702701096,1.00071668318261,"B2","NT12210_329.fasta","ZG-5.2","PRJEB20550","329","329","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"200","NT12211","G2",1.34800517974965,16.217,11.0830333333333,7.99403333333333,2.78353333333333,1.37164781194008,1.09556393393235,0.676181723601972,1.09438446778695,"B2","NT12211_330.fasta","ZG-5.8","PRJEB20550","330","330","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"201","NT12212","G3",1.32123579314163,16.3770666666667,11.52,7.75263333333333,2.36533333333333,1.13755147722349,1.27755430021585,0.848385722023499,0.988685037478232,"B2","NT12212_331.fasta","ZG-5.9","PRJEB20550","331","331","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"202","NT12213","G4",1.36202422705934,12.8589,9.56333333333333,6.6058,1.345,3.23398531691163,1.94633429896648,2.11917792315794,1.19168942262655,"B2","NT12213_332.fasta","ZG-6.1","PRJEB20550","332","332","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"203","NT12214","G5",1.29559736949367,10.9586,8.52333333333333,5.5527,0.1219,1.15486253727446,0.864037084466479,0.170675950268337,0.0589063663791954,"B2","NT12214.fasta","ZG-6.10",NA,"NT12214",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"204","NT12215","G6",1.57606696487489,11.8709,9.18816666666667,7.39886666666667,2.1223,1.12853151041519,0.90377524492173,0.066865337308155,0.741751986852749,"B2","NT12215_333.fasta","ZG-7.1","PRJEB20550","333","333","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"205","NT12216","G7",1.47450928923499,16.0006,11.3981333333333,9.45296666666667,2.74193333333333,1.02293185012492,1.04986145911417,1.15107552460007,0.763489190056633,"B2","NT12216.fasta","ZG-7.13",NA,"NT12216",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"206","NT12217","G8",1.70050104445126,11.4095,9.96816666666667,7.54713333333333,1.88656666666667,1.0093319226102,1.18615671111929,0.625927865918537,0.540682590188859,"B2","NT12217_334.fasta","ZG-7.8","PRJEB20550","334","334","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"207","NT12218","G9",1.37827712161306,15.6323666666667,11.6734666666667,8.09956666666667,1.7727,1.66573229041564,1.33244428151174,1.05058218304583,0.471611142786088,"B2","NT12218_335.fasta","ZG-7.9","PRJEB20550","335","335","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"208","NT12219","G10",1.45301196491099,15.4312333333333,11.3580333333333,8.8078,2.25593333333333,0.876165676874718,1.24449170480696,1.34674396601581,0.581591423022497,"B2","NT12219_757.fasta","ZG-8.1","PRJEB20550","757","757","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"209","NT12220","G11",1.5356506608112,15.2867666666667,11.8816,9.01056666666667,2.58296666666667,1.2827430464958,0.926937198519943,1.33964548046613,0.93797918065026,"B2","NT12220_758.fasta","ZG-8.3","PRJEB20550","758","758","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"210","NT12221","G12",1.46818035235412,15.7114666666667,11.9485666666667,8.67993333333333,2.43876666666667,0.66005533353904,1.63113959345402,1.9357038315128,0.689645418554588,"B2","NT12221_759.fasta","ZG-8.5","PRJEB20550","759","759","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"211","NT12222","H1",1.5261143368865,16.1546,11.9545666666667,9.50116666666667,3.19803333333333,1.2158610446922,1.18651171226134,1.50368805718917,1.34661799086947,"B2","NT12222.fasta","ZG-8.8",NA,"NT12222",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"212","NT12223","H2",1.33932119263828,14.1434333333333,11.1208666666667,6.6179,1.20383333333333,1.845800859609,0.479572542305471,1.57036415840403,1.10324309348998,"B2","NT12223_336.fasta","ZG-9.1","PRJEB20550","336","336","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"213","NT12224","H3",1.34536872028422,14.6457,10.6732666666667,7.5047,1.5259,1.84026061469565,1.80457844477134,1.14049292413412,1.31863532866369,"B2","NT12224_760.fasta","ZG-9.3","PRJEB20550","760","760","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"214","NT12225","H4",1.18760216597275,15.3957,11.4265666666667,6.53736666666667,0.320033333333333,1.41398223821942,0.661088725764805,0.925298007851164,0.328038661339381,"B2","NT12225.fasta","ZG-10.1",NA,"NT12225",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"215","NT12226","H5",1.38567766130195,14.3282,10.5745,7.32356666666667,1.9562,1.15098804511602,1.01196218802878,0.662661673354762,0.83134617939821,"B2","NT12226_337.fasta","ZG-11.1","PRJEB20550","337","337","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"216","NT12227","H6",1.36728957196838,15.1904666666667,10.1664,8.53313333333333,2.07023333333333,1.76523599083333,1.21090019819967,0.687465383370926,1.40345928452996,"B2","NT12227.fasta","ZG-11.2",NA,"NT12227",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"217","NT12228","H7",1.49297698937752,10.5154333333333,9.25286666666667,6.3576,0.0888333333333333,0.84251588313416,1.02428597731949,1.51224785005633,0.152135082519889,"F","NT12228.fasta","ZG-12.1",NA,"NT12228",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","F",NA,"No",NA
"218","NT12229","H8",1.39954164961014,10.3414333333333,9.33806666666667,5.1192,0.016,0.966159988476719,0.695559633197135,0.989009752226944,0.0257466502675591,"F","NT12229.fasta","ZG-12.10",NA,"NT12229",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","F",NA,"No",NA
"219","NT12230","H9",1.02629947824722,16.994,10.0945666666667,6.21106666666667,1.1353,1.42483433072059,0.956916278121202,1.21420817545153,0.503505501459517,"A","NT12230_338.fasta","ZG-12.2","PRJEB20550","338","338","Commensal strain","PG3","PG3_3","3","ECOREF","biofilm","super_bio","A",NA,"No",NA
"220","NT12231","H10",1.26352899376386,16.3242,11.9530666666667,8.23413333333333,0.4389,1.26495955271305,1.48239740398226,0.928137189931172,0.316014414228212,"B2","NT12231.fasta","ZG-13.1",NA,"NT12231",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"221","NT12232","H11",1.30508282117156,16.4390333333333,12.5127666666667,8.46343333333333,0.4781,1.20560899686977,1.12864324006009,1.4002278469354,0.488834337991921,"B2","NT12232_339.fasta","ZG-13.2","PRJEB20550","339","339","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"222","NT12233","H12",1.46194574745177,16.3937,13.7394,8.8852,1.3421,1.46687967127505,1.31227809933718,1.93519714757954,0.790371298821004,"B2","NT12233_340.fasta","ZG-13.4","PRJEB20550","340","340","Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"223","NT12234","E8",1.31307343053673,15.9093666666667,11.4572333333333,8.40596666666667,1.02696666666667,1.06468416600104,1.22785074961631,0.941604972020291,0.495345357637813,"B2","NT12234.fasta","ZG-13.9",NA,"NT12234",NA,"Commensal strain","PG3","PG3_3","3","ECOREF","normal","normal","B2",NA,"No",NA
"224","NT12235","A1",1.68700190463038,17.3787,13.9108,10.7161333333333,4.69096666666667,0.953772556745056,0.802704372730086,1.12953544580652,0.827030424672112,"B2","NT12235.fasta","ZG-14.1",NA,"NT12235",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2","B2","No","somewhat fragmented"
"225","NT12236","A2",1.38736496929027,16.6505333333333,11.0672333333333,7.7754,4.25773333333333,1.4917487500693,2.71711359043624,1.21778266944476,3.37761863201477,"A","NT12236.fasta","ZG-14.2",NA,"NT12236",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"226","NT12237","A3",1.60997837086246,17.2606666666667,11.5698333333333,8.91493333333333,7.30453333333333,0.394638471684318,0.815458719576493,1.14116500267636,0.597766897154178,"A","NT12237.fasta","ZG-14.7",NA,"NT12237",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"227","NT12238","A4",1.91499441384582,17.0063333333333,13.1011666666667,10.2013,9.26456666666667,0.484294087650606,0.438105812941729,0.473666116584245,0.462517095179554,"B2","NT12238.fasta","ZG-15.1",NA,"NT12238",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"228","NT12239","A5",1.53390200388992,16.5727666666667,9.5527,8.12836666666667,7.73993333333333,0.630150619561176,0.760289083178235,0.485455377283364,0.51763504840122,"B1","NT12239.fasta","ZG-15.3",NA,"NT12239",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","B1",NA,"No",NA
"229","NT12240","A6",1.11495556816033,15.6907,8.08126666666667,6.41086666666667,3.0023,1.12233070438263,0.0754242224575986,1.19136511755773,3.37081208761331,"D","NT12240.fasta","ZG-15.4",NA,"NT12240",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","biofilm","super_bio","D",NA,"No",NA
"230","NT12241","A7",1.4505843055869,10.4882333333333,6.64646666666667,5.7412,2.8264,1.15609016228551,0.41670000399968,0.34543524718824,2.04716951178939,"E","NT12241.fasta","ZG-15.8",NA,"NT12241",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","E",NA,"No",NA
"231","NT12242","A8",1.4470818567287,15.5104333333333,10.7760666666667,9.5965,2.0723,0.766890972259639,0.970135074787699,0.749067707220115,0.719722092199482,"B1","NT12242.fasta","ZG-16.1",NA,"NT12242",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","B1",NA,"No",NA
"232","NT12243","A9",1.30402090060997,14.864,8.9108,9.02103333333333,1.45113333333333,3.16944115578756,1.93037994964722,1.65574123682819,1.31312943129508,"E or cladeI","NT12243.fasta","ZG-16.2",NA,"NT12243",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","E or cladeI",NA,"No",NA
"233","NT12244","A10",1.53242625482625,10.7916666666667,9.95903333333333,5.52856666666667,1.04983333333333,1.15670190772443,0.950099943865556,0.0836216080527836,0.601169138706682,"D","NT12244.fasta","ZG-16.8",NA,"NT12244",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"234","NT12245","A11",1.14956952379101,13.7173666666667,7.81736666666667,7.62556666666667,0.326133333333333,2.78085598752135,1.34763262550791,1.22316806831005,0.47661164833996,"F","NT12245.fasta","ZG-16.9",NA,"NT12245",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","F",NA,"No",NA
"235","NT12246","A12",1.16551860226767,16.5544333333333,9.813,8.43653333333333,1.04496666666667,0.609825035016876,1.38005352070128,1.07356639446908,1.17471750362942,"D","NT12246.fasta","ZG-17.1",NA,"NT12246",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"236","NT12247","B1",1.30819076033751,17.1608,12.0084666666667,8.12123333333333,2.3199,0.874313107530706,0.684444171085804,0.975532748467899,0.923247621172132,"D","NT12247.fasta","ZG-17.2",NA,"NT12247",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D","D","No",NA
"237","NT12248","B2",1.19021879943631,15.8242333333333,9.73816666666667,6.70246666666667,2.39366666666667,0.909328638795311,1.06126135486662,0.812255035892874,0.349682832482999,"B2","NT12248.fasta","ZG-17.6",NA,"NT12248",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","B2",NA,"No",NA
"238","NT12249","B3",1.184361942528,16.1226333333333,10.7098,6.958,1.42723333333333,0.732812918372305,0.446646482131003,0.597088368669161,1.9818864784173,"D","NT12249.fasta","ZG-18.1",NA,"NT12249",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"239","NT12250","B4",1.46116801883206,16.3975666666667,10.5864,7.26773333333333,6.10546666666667,0.900103662548562,0.342353019557298,0.587469363740215,0.327951846058737,"D","NT12250.fasta","ZG-18.7",NA,"NT12250",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","D",NA,"No",NA
"240","NT12251","B5",1.65103259830316,13.2481333333333,10.6148666666667,7.6753,3.58293333333333,1.50906339606172,0.340037002888411,0.345051430949069,1.19244263733453,"B2","NT12251.fasta","ZG-20.1",NA,"NT12251",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","B2",NA,"No",NA
"241","NT12252","B6",1.44678173190135,13.9573,10.1614333333333,7.3953,2.63643333333333,1.64523712880545,1.51416889524694,1.38565589162678,0.340103665568799,"B2","NT12252.fasta","ZG-20.10",NA,"NT12252",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","B2",NA,"No",NA
"242","NT12253","B7",1.50397252561163,15.4519666666667,11.4702,8.49326666666667,3.27586666666667,1.2638908589484,0.803803315494531,0.658888581881135,0.537155436846108,"B2","NT12253.fasta","ZG-20.7",NA,"NT12253",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","super_bio","B2",NA,"No",NA
"243","NT12254","B8",1.53234425002854,15.7699333333333,11.795,9.1418,3.22816666666667,0.933610305927122,0.223788203442451,0.374660900014933,0.228676110106266,"A","NT12254.fasta","ZG-21.1",NA,"NT12254",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"244","NT12255","B9",1.63607108409738,14.8950333333333,11.8719333333333,9.2516,3.2458,0.554266004129184,0.373905460421927,0.468714017285594,0.414774071031447,"A","NT12255.fasta","ZG-21.4",NA,"NT12255",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"245","NT12256","B10",1.47521674052522,15.8561333333333,11.8059666666667,8.47596666666667,3.1093,1.52950775523805,0.242319155935583,0.475308629559082,0.397239927499742,"A","NT12256.fasta","ZG-21.8",NA,"NT12256",NA,"Commensal strain","PG5","PG5_5","5","ECOREF","normal","normal","A","A","No","somewhat fragmented"
