"","Strain","Well","Bact_score_mean","Mean_Bact_metf_0","Mean_Bact_metf_50","Mean_Bact_metf_100","Mean_Bact_metf_200","SD_Bact_metf_0","SD_Bact_metf_50","SD_Bact_metf_100","SD_Bact_metf_200","phylogroup","fasta","Strainname","Accession","Assembly","Annotation","Broadphenotype","PG","Plate_Well","Plate","Origin","Annotation_0mM","Annotation_50mM","phylogroup_Ctyping","mash_group_Ctyping","Discard","Notes"
"678","222","E7",0.9184575464077,11.9833333333333,7.5884,3.38023333333333,0.0458666666666667,1.0144990011495,0.392764204071603,0.831331404034115,0.0416420860828721,"A","222.fasta",NA,NA,"222","222","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"679","223","E8",0.949876521965873,12.5059666666667,8.28396666666667,3.6006,0.0185,0.426912641336999,0.900862333174905,0.641033251867639,0.0167502238791008,"D","223.fasta",NA,NA,"223","223","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","biofilm","D",NA,"No",NA
"680","224","E9",0.817949196867993,11.4076666666667,6.87683333333333,2.40583333333333,0.0391666666666667,0.145902444576276,0.73135764392897,0.48185933978012,0.0286079243101161,"D","224.fasta",NA,NA,"224","224","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","biofilm","D",NA,"No",NA
"681","225","E10",1.08668548070425,9.72036666666667,7.36626666666667,3.11496666666667,0.0120666666666667,1.00851209379627,1.12659359279792,0.856439894758139,0.0205546426223696,"D","225.fasta",NA,NA,"225","225","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","D",NA,"No",NA
"682","226","E11",1.12488323272851,12.2343,8.5854,5.0958,0.0960666666666667,0.476728109093643,0.294123511470946,1.10610549677687,0.0474137462486707,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","227","F2",1.13407396266635,12.2945,8.8802,4.99556666666667,0.0702333333333333,0.563623393765731,0.560462371618292,0.340783132407303,0.0389647704129427,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","228","F3",1.07466901801882,11.0685,7.50876666666667,4.34,0.0617,0.464724531308602,0.750196909706601,0.748269463495605,0.0151947359305781,"B2","228.fasta",NA,NA,"228","228","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"685","229","F4",1.26191018841339,12.2583,9.20623333333333,6.20223333333333,0.0868,0.664988293130037,0.449098433902116,1.17726365922564,0.0698274301403109,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","23","C9",1.05117115509255,13.6001,8.57346666666667,5.16593333333333,0.539866666666667,0.408963323538921,0.210778778185408,0.548789115538322,0.8681468443376,"B2","23.fasta",NA,NA,"23","23","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"687","230","F5",0.833807327246381,13.0668,7.96346666666667,2.8786,0.0695666666666667,0.91001993934199,0.671010091826742,0.455370585347802,0.0419077956152949,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","231","F6",0.734177189662198,12.6279,6.74833333333333,2.3783,0.227533333333333,1.19637841421517,0.610926716827258,1.42858847468401,0.341186200385264,"A","231.fasta",NA,NA,"231","231","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"689","232","F7",0.858957254428084,8.75603333333333,5.1279,2.37133333333333,0.0639666666666667,0.523913202098719,1.24288443549672,0.499280856165479,0.0436170073862631,"A","232.fasta",NA,NA,"232","232","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","A",NA,"No",NA
"690","233","F8",1.08931231053169,10.3951666666667,8.3173,2.9882,0.0389666666666667,1.00094191806185,1.51521020323914,1.14411547057104,0.0365212723400121,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","234","F9",1.20188424555272,11.8219333333333,8.66666666666667,5.5004,0.0386333333333333,0.904786921508779,0.438588580942702,0.831886554765732,0.0321981883548335,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","235","F10",1.21581420983073,12.4858,9.25563333333333,5.87656666666667,0.0559666666666667,0.342586529215612,0.700015237929385,0.601673336066452,0.034885718185718,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","236","F11",0.90651542514997,11.2399333333333,7.24303333333333,2.95406666666667,0.0483,0.813766559483329,1.04546642381921,0.954489875972152,0.041835750262186,"B2","236.fasta",NA,NA,"236","236","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"694","237","G2",0.951819516292628,10.5189,7.07356666666667,2.88603333333333,0.0519,0.27871361645962,0.458166534497374,0.298180722605156,0.0446178215514832,"B2","237.fasta",NA,NA,"237","237","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"695","238","G3",1.43622690909586,14.5573666666667,10.4994666666667,8.14173333333333,2.1941,0.33066252181542,0.67482414252406,2.02248895753063,1.88997009764705,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","239","G4",0.887332480632355,11.0170333333333,6.7932,2.941,0.0419666666666667,0.196060050324723,0.127452461725931,0.139003884837799,0.0451700490738424,"B2","239.fasta",NA,NA,"239","239","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"697","24","C10",0.720184241578606,13.1500333333333,7.80213333333333,1.61563333333333,0.0383333333333333,1.35088881235035,0.73041132475704,1.96513416929566,0.0115240328589142,"B2","24.fasta",NA,NA,"24","24","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"698","240","G5",0.907702306476367,12.5932666666667,7.47763333333333,3.89046666666667,0.0781666666666667,0.778440019098025,0.423702045467488,0.793025474580315,0.119367262401939,"F","240.fasta",NA,NA,"240","240","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","F",NA,"No",NA
"699","241","G6",1.10222740843634,11.4852666666667,8.2023,4.42196666666667,0.0286666666666667,1.27815707302872,0.671415422819583,0.704473039465197,0.0379476393644365,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","242","G7",0.866569101146931,12.2727333333333,7.2824,3.31333333333333,0.0387333333333333,1.43481724387928,0.70885830036757,0.643293574764534,0.0403511255522486,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","243","G8",1.25149482636332,11.9898,9.1967,5.7497,0.0443666666666667,1.33648896740676,0.529960791002505,0.924315092379217,0.0389117377321205,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","244","G9",0.96794108368906,11.1801333333333,7.33063333333333,3.4861,0.0377333333333333,0.699044292826522,0.664695978123332,0.904127739868654,0.0354311068601213,"B2","244.fasta",NA,NA,"244","244","Commensal strain","AUS_PG4","AUS_PG4_4","4","AUS","normal","normal","B2",NA,"No",NA
"703","245","G10",0.904003627318647,12.4788333333333,7.04423333333333,4.0893,0.107833333333333,0.820173154482231,0.397669389484951,0.150278840825979,0.0558243972948507,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","246","G11",0.986429382104114,11.8761,7.75076666666667,3.92346666666667,0.0443,1.1900657922989,0.775329196750215,1.21836386327457,0.0386578581920934,"Non Escherichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","25","C11",0.730427629134495,12.6663333333333,7.7809,1.54433333333333,0.0703666666666667,1.21367823715074,1.26297822229839,2.00569948230869,0.00776938435999489,"B2","25.fasta",NA,NA,"25","25","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"706","26","D2",0.869286938272805,13.7160666666667,8.9304,2.90673333333333,0.0359,0.621581662642435,0.453567999312121,1.59218095809909,0.0602854045354263,"B2","26.fasta",NA,NA,"26","26","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"707","27","D3",1.00099876572401,8.19056666666667,7.3001,0.9258,0.0222,0.65356507199615,1.13489326370368,1.20439787030698,0.0361384836427872,"F","27.fasta",NA,NA,"27","27","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","F",NA,"No",NA
"708","28","D4",0.946442812251456,10.2211333333333,6.75023333333333,2.88656666666667,0.0382666666666667,0.234999453900075,0.486284508629808,0.283192802403828,0.0219203862496383,"B2","28.fasta",NA,NA,"28","28","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","super_bio","B2",NA,"No",NA
"709","29","D5",1.03579121427138,13.1893666666667,8.4283,4.9821,0.226766666666667,0.795815835060684,1.02110854956758,1.23958141725342,0.134985567129724,"B2","29.fasta",NA,NA,"29","29","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","biofilm","B2",NA,"No",NA
"710","3","B4",1.01037112280583,13.5559,8.53723333333333,4.82523333333333,0.313133333333333,0.657383548622872,0.512694883272043,1.15312065861875,0.474450127340412,"B1","3.fasta",NA,NA,"3","3","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B1",NA,"No",NA
"711","30","D6",0.986355429186088,13.6515,8.4364,4.70293333333333,0.3247,0.564427825324017,0.316973689759892,0.910575912998655,0.467769248668614,"B2","30.fasta",NA,NA,"30","30","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","super_bio","B2",NA,"No",NA
"712","31","D7",1.14578750400765,11.2902333333333,7.47326666666667,5.1611,0.336933333333333,0.376891182350201,0.711654033455396,0.935492426479231,0.446241059667679,"B2","31.fasta",NA,NA,"31","31","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","super_bio","B2",NA,"No",NA
"713","32","D8",0.36342872847068,9.1942,3.0381,0.2503,0.0451666666666667,0.446249851540591,0.107199300370851,0.174962596002689,0.00442304570780512,"A","32.fasta",NA,NA,"32","32","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"714","33","D9",1.03173853484142,11.2642666666667,7.4032,4.18723333333333,0.0516,0.525699860503437,0.678279617856825,0.787898764647676,0.0429776686198775,"B2","33.fasta",NA,NA,"33","33","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"715","34","D10",1.20307019363199,11.6359333333333,7.5889,4.97466666666667,1.59283333333333,0.87975670689875,0.597941376725178,1.33696621248756,2.61735615523248,"E or cladeI","34.fasta",NA,NA,"34","34","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","biofilm","E or cladeI",NA,"No",NA
"716","35","D11",1.19293994512029,7.15093333333333,5.80546666666667,2.66636666666667,0.0281333333333333,0.581326804244681,0.201559081495559,1.17672776092575,0.0330288257940444,"B2","35.fasta",NA,NA,"35","35","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"717","36","E2",0.764492813758034,12.1519333333333,7.0291,2.24023333333333,0.0122666666666667,0.438138109884696,0.355896291073678,0.803458115481656,0.0200462797878642,"D","36.fasta",NA,NA,"36","36","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","D",NA,"No",NA
"718","37","E3",0.666134587456128,9.04103333333333,4.97666666666667,1.00906666666667,0.0631666666666667,0.415628443845381,0.985074445579284,0.337502967888185,0.00323934149686836,"A","37.fasta",NA,NA,"37","37","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"719","38","E4",0.63860632208431,11.6241333333333,6.73913333333333,0.64,0.0541666666666667,0.158955790499538,0.547471728341595,1.07382816129956,0.0177023538924442,"B2","38.fasta",NA,NA,"38","38","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"720","39","E5",1.15250408865297,13.5923666666667,9.66523333333333,5.88316666666667,0.134766666666667,0.578749862490984,0.76470314719722,1.29658795433759,0.0687047548087709,"E","39.fasta",NA,NA,"39","39","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","E",NA,"No",NA
"721","40","E6",0.478583391795318,13.9475666666667,5.04936666666667,1.551,0.0894333333333333,0.493147891948584,0.486864378788727,2.13978397975123,0.0789778027887161,"A","40.fasta",NA,NA,"40","40","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"722","41","E7",1.16317522300975,9.85113333333333,6.71163333333333,4.6939,0.0632333333333333,0.205985687205042,0.740415622021398,0.290890202653854,0.0592459562614474,"A","41.fasta",NA,NA,"41","41","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"723","42","E8",1.1217360813386,9.77813333333333,6.92636666666667,3.79766666666667,0.1506,1.81623012400228,0.593085915642357,0.923020077426994,0.222944096131743,"A","42.fasta",NA,NA,"42","42","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"724","43","E9",1.0352443828747,11.2217666666667,7.47416666666667,4.03926666666667,0.0896333333333333,0.800600632858439,0.237163431694967,0.334971406739938,0.0737817276385782,"A","43.fasta",NA,NA,"43","43","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"725","44","E10",0.751889174289524,13.5074333333333,7.95093333333333,2.04683333333333,0.171233333333333,0.185607228666701,0.347634237861194,1.89284865832779,0.272880785936521,"A","44.fasta",NA,NA,"44","44","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"726","45","E11",0.947004479624237,13.4316666666667,8.63986666666667,4.03183333333333,0.0618333333333333,0.194008925911499,0.57985914094143,1.2462417515608,0.0163744720016657,"B2","45.fasta",NA,NA,"45","45","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","biofilm","B2",NA,"No",NA
"727","46","F2",0.695330502081957,12.8549666666667,8.6097,0.315,0.0229333333333333,0.586589135028372,0.506970304850294,0.461182686145089,0.0301619517494033,"B2","46.fasta",NA,NA,"46","46","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"728","47","F3",0.755329281271629,12.7119666666667,8.569,0.918266666666667,0.0540333333333333,0.498802148485082,0.395764488048132,1.57404345979815,0.016308382302771,"B2","47.fasta",NA,NA,"47","47","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"729","48","F4",1.20806897869719,12.0715666666667,9.1801,5.2623,0.1472,0.146921248746848,0.554650547642388,1.51639553876949,0.172931749542992,"D","48.fasta",NA,NA,"48","48","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","D",NA,"No",NA
"730","49","F5",0.975437856401541,10.8811333333333,7.74113333333333,2.8539,0.0636,0.459920779410251,0.560533329368855,1.62054225184041,0.0367628888962769,"B2","49.fasta",NA,NA,"49","49","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"731","50","F6",1.33469662948261,8.2772,7.2268,3.65236666666667,0.1981,0.355322782832737,0.736757877460431,0.764606829248427,0.272261216481525,"B2","50.fasta",NA,NA,"50","50","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"732","51","F7",0.9826155999241,12.4046,7.50453333333333,4.33326666666667,0.273433333333333,1.05516384983565,0.334600453277238,0.852722330734532,0.384201644105453,"A","51.fasta",NA,NA,"51","51","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"733","52","F8",1.05678855596042,12.7929333333333,8.66773333333333,4.70416666666667,0.142033333333333,0.341406346357728,0.436697851303774,0.0317987945264174,0.243499739904036,"B1","52.fasta",NA,NA,"52","52","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B1",NA,"No",NA
"734","53","F9",0.613296304148341,11.0461333333333,6.37063333333333,0.3785,0.0310333333333333,0.528746227724921,0.597313153490975,0.544072816817749,0.0321006749669432,"D","53.fasta",NA,NA,"53","53","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","super_bio","D",NA,"No",NA
"735","54","F10",0.773819684917057,9.0818,6.7777,0.2075,0.0370666666666667,0.865738707694186,0.445471615257358,0.329391575484256,0.0302840442037277,"A","54.fasta",NA,NA,"54","54","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"736","55","F11",0.774888318109385,9.14536666666667,6.62116666666667,0.4773,0.0166,0.937920328883714,0.516332260597121,0.734014121117571,0.0278905001747907,"A","55.fasta",NA,NA,"55","55","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"737","56","G2",1.79497382669764,8.52366666666667,7.99666666666667,6.3152,0.880133333333333,1.05124745104725,0.808984501293649,0.58920274948442,0.755664835316116,"B2","56.fasta",NA,NA,"56","56","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"738","57","G3",0.928287706104527,13.4667,8.15786666666667,4.29333333333333,0.0566333333333333,0.292527759366526,0.344590733092655,0.840966707624822,0.0527249782677369,"D","57.fasta",NA,NA,"57","57","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","D",NA,"No",NA
"739","58","G4",0.530051732538099,13.0795333333333,6.6605,0.254333333333333,0.0181,0.346707691482801,0.51748508191058,0.376205932081531,0.0248571921181778,"A","58.fasta",NA,NA,"58","58","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"740","59","G5",1.08507797045509,14.1702333333333,9.21833333333333,5.853,0.250866666666667,0.769183764345903,0.529778598410065,0.85482149598615,0.31371038129672,"B2","59.fasta",NA,NA,"59","59","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"741","6","B5",2.24000980733018,10.0616666666667,9.08836666666667,7.7971,5.6636,0.138922004496528,0.268032019231534,0.389208131980821,1.20664674200861,"B2","6.fasta",NA,NA,"6","6","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"742","60","G6",1.01038765373764,8.66826666666667,6.39153333333333,2.33046666666667,0.0548,0.524985279158695,0.289437131918718,1.83566461624484,0.0125191852770059,"A","60.fasta",NA,NA,"60","60","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","A",NA,"No",NA
"743","61","G7",0.910520341251621,13.0164666666667,7.50813333333333,4.07366666666667,0.2793,0.219260035878254,0.240401358842527,0.74389397317987,0.34243434407197,"B2","61.fasta",NA,NA,"61","61","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","biofilm","B2",NA,"No",NA
"744","62","G8",1.11380429131697,11.0948,7.54076666666667,4.639,0.158166666666667,0.727141726212985,0.279584358170004,0.271327974967566,0.179767219852045,"B2","62.fasta",NA,NA,"62","62","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","biofilm","biofilm","B2",NA,"No",NA
"745","63","G9",0.991769068569014,10.8212,6.9436,3.7402,0.0579,0.342557746956627,0.532235915736622,0.76905022592806,0.0325344432870765,"B2","63.fasta",NA,NA,"63","63","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"746","64","G10",1.30266521427532,8.41093333333333,6.68323333333333,4.14266666666667,0.141633333333333,0.293952552860718,0.269296719871099,0.460308139547123,0.146776065260428,"D","64.fasta",NA,NA,"64","64","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","D",NA,"No",NA
"747","65","G11",1.03646080093606,9.476,6.70053333333333,3.06156666666667,0.0417666666666667,0.463682693228894,0.475321915477641,1.2445825578616,0.0179850864143972,"B2","65.fasta",NA,NA,"65","65","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"748","66","B2",2.25828960564967,14.4779333333333,11.4745333333333,11.3557666666667,9.65616666666667,1.61977114844454,1.28879351462262,0.786656687083592,1.44841477945143,"Non Escherichia","66.fasta",NA,NA,NA,NA,NA,"AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","Non Escherichia",NA,"Yes","Enterobacter hormaechei"
